name,smiles,taste,MW,LogP,HBD,HBA,TPSA
Compound II or Hydrangenol,Oc1ccc(cc1)C1OC(=O)c2c(C1)cccc2O,tasteless,256.25699999999995,2.552000000000001,2.0,4.0,66.76
Compound III,COc1cc(ccc1OC)C1OC(=O)c2c(C1)cccc2O,bitter,300.31,2.863600000000002,1.0,5.0,64.99000000000001
Compound IV,COc1cc(ccc1OC)C1OC(=O)c2c(C1)cccc2OC,tasteless,314.33700000000005,3.1666000000000016,0.0,5.0,53.99000000000001
Compound V,COc1ccc(cc1OC(=O)C)C1OC(=O)c2c(C1)cccc2OC(=O)C,sweet,370.35700000000014,3.0000000000000018,0.0,7.0,88.13
Compound VI,Oc1cc(ccc1O)C1OC(=O)c2c(C1)cccc2O,tasteless,272.2559999999999,2.2576000000000005,3.0,5.0,86.99
Compound VII,COc1ccc(cc1O)C1OC(=O)c2c(C1)cccc2,sweet,270.28399999999993,2.8550000000000013,1.0,4.0,55.76
Compound VIII,COc1cc(ccc1O)C1OC(=O)c2c(C1)cccc2,tasteless,270.28399999999993,2.8550000000000013,1.0,4.0,55.76
Compound IX,Oc1cccc(c1)C1OC(=O)c2c(C1)cccc2,tasteless,240.25799999999998,2.846400000000001,1.0,3.0,46.53
Compound X,COc1ccc(cc1)C1OC(=O)c2c(C1)cccc2,tasteless,254.28499999999997,3.1494000000000018,0.0,3.0,35.53
Compound XI,O=C1OC(Cc2c1cccc2)c1ccc(c(c1)O)O,tasteless,256.257,2.5520000000000014,2.0,4.0,66.76
Compound XII,COc1ccc(cc1O)Cc1ccccc1,tasteless,214.26399999999998,2.991600000000001,1.0,2.0,29.46
Compound XIV,COc1ccc(cc1O)CCCc1ccccc1,sweet,242.31799999999996,3.576100000000002,1.0,2.0,29.46
Compound XV,COc1ccc(cc1O)CCCCc1ccccc1,tasteless,256.3449999999999,3.9662000000000033,1.0,2.0,29.46
Compound XVI,COc1ccc(cc1O)C=Cc1ccccc1,tasteless,226.275,3.571200000000002,1.0,2.0,29.46
Compound XVII,COc1ccc(cc1O)CC(c1ccccc1)C(=O)O,tasteless,272.29999999999995,2.8117,2.0,3.0,66.76
Compound XVIII,COc1ccc(cc1O)CC(c1ccccc1)C,bitter,242.31799999999998,3.7470000000000026,1.0,2.0,29.46
Compound XIX,OCC(c1ccccc1)Cc1ccc(c(c1)O)OC,bitter,258.31699999999995,2.719400000000001,2.0,3.0,49.69
Compound XX,CCOC(=O)C(c1ccccc1)Cc1ccc(c(c1)O)OC,bitter,300.35400000000004,3.2902000000000022,1.0,4.0,55.760000000000005
Compound XXI,COc1ccc(cc1O)CNc1ccccc1,sweet,229.279,3.012900000000001,2.0,3.0,41.49
Compound XXII,COc1ccc(cc1O)COc1ccccc1,sweet,230.26299999999998,2.979800000000001,1.0,3.0,38.69
Compound XXIII,COc1ccc(cc1O)CSc1ccccc1,sweet,246.331,3.693100000000002,1.0,3.0,29.46
Compound XXIV,COc1ccc(cc1O)NCc1ccccc1,sweet,229.279,3.012900000000001,2.0,3.0,41.49
Compound XXV,COc1ccc(cc1O)C(=O)Cc1ccccc1,tasteless,242.27399999999997,2.826200000000001,1.0,3.0,46.53
Compound XXVI,COc1ccc(cc1O)C(=O)Nc1ccccc1,tasteless,243.262,2.6531000000000002,2.0,3.0,58.56
Compound XXVII,COc1ccc(cc1O)C(=O)Oc1ccccc1,sweet,244.24599999999998,2.620000000000001,1.0,4.0,55.760000000000005
Compound XXVIII,COc1ccc(cc1O)C(=O)Sc1ccccc1,tasteless,260.31399999999996,3.3333000000000013,1.0,4.0,46.53
Compound XXIX,COc1ccc(cc1O)COC(=O)c1ccccc1,bitter,258.27299999999997,2.7578000000000014,1.0,4.0,55.76
Compound XXX,COc1ccc(cc1O)COC(=O)c1ccccc1O,sweet,274.272,2.4634000000000014,2.0,5.0,75.99
Compound XXXI,COc1ccc(cc1O)CC(=O)c1ccccc1O,sweet,258.27299999999997,2.531800000000001,2.0,4.0,66.76
Guaiacol,COc1ccccc1O,tasteless,124.13899999999997,1.4008,1.0,2.0,29.46
Compound XXXII,COc1ccc(cc1O)CCC1CCCCC1,sweet,234.33899999999988,3.913700000000003,1.0,2.0,29.46
Compound XXXIII,CCCNCc1ccc(c(c1)O)OC,tasteless,195.26199999999997,1.9003999999999999,2.0,3.0,41.489999999999995
Compound XXXIV,COc1ccc(cc1O)CNCC(C)C,tasteless,209.28899999999996,2.1464,2.0,3.0,41.49
Compound XXXV,COc1ccc(cc1O)CNCC(C)(C)C,tasteless,223.31599999999995,2.536500000000001,2.0,3.0,41.49
Compound XXXVII,COc1ccc(cc1O)CC1OC(=O)c2c1cccc2,tasteless,270.28399999999993,2.8550000000000013,1.0,4.0,55.76
Compound XXXVIII,COc1ccc(cc1O)CCc1cccc2c1cccc2,tasteless,278.35099999999994,4.3392000000000035,1.0,2.0,29.46
Compound XXXIX,COc1ccc(cc1O)CCc1ccc2c(c1)cccc2,tasteless,278.35099999999994,4.3392000000000035,1.0,2.0,29.46
Compound XL,COc1ccc(cc1O)CCc1ccccc1C,sweet,242.31799999999996,3.4944200000000025,1.0,2.0,29.46
Compound XLI,COc1ccc(cc1O)CCc1ccccc1O,sweet,244.28999999999996,2.8916000000000017,2.0,3.0,49.69
Compound XLII,COc1ccc(cc1O)CCc1ccccc1OC,sweet,258.31699999999995,3.194600000000002,1.0,3.0,38.69
Compound XLIII,COc1ccc(cc1O)CCc1ccccc1CO,sweet,258.31699999999995,2.6783000000000015,2.0,3.0,49.69
Compound XLIV,COC(=O)c1ccccc1CCc1ccc(c(c1)O)OC,bitter,286.327,2.9726000000000017,1.0,4.0,55.760000000000005
Compound XLV,COc1ccc(cc1O)CCc1ccccc1C(C)C,tasteless,270.37199999999996,4.309400000000004,1.0,2.0,29.46
Compound XLVI,COc1ccc(cc1O)CCc1ccccc1C(=O)O,tasteless,272.29999999999995,2.8842000000000008,2.0,3.0,66.76
Compound XLVII,COc1ccc(cc1O)CCc1cccc(c1)C,sweet,242.31799999999996,3.4944200000000025,1.0,2.0,29.46
Compound XLVIII,COc1ccc(cc1O)CCc1cccc(c1)O,tasteless,244.28999999999996,2.8916000000000017,2.0,3.0,49.69
Compound XLIX,COc1cccc(c1)CCc1ccc(c(c1)O)OC,sweet,258.31699999999995,3.194600000000002,1.0,3.0,38.69
Compound L,COc1ccc(cc1O)CCc1cccc(c1)CO,tasteless,258.31699999999995,2.6783000000000015,2.0,3.0,49.69
Compound LI,COC(=O)c1cccc(c1)CCc1ccc(c(c1)O)OC,tasteless,286.327,2.9726000000000017,1.0,4.0,55.760000000000005
Compound LII,COc1ccc(cc1O)CCc1cccc(c1)C(=O)O,tasteless,272.29999999999995,2.8842000000000008,2.0,3.0,66.76
Compound LIII,COc1ccc(cc1O)CCc1ccc(cc1)C,tasteless,242.31799999999996,3.4944200000000025,1.0,2.0,29.46
Compound LIV,COc1ccc(cc1O)CCc1ccc(cc1)O,sweet,244.28999999999996,2.8916000000000017,2.0,3.0,49.69
Compound LV,COc1ccc(cc1)CCc1ccc(c(c1)O)OC,tasteless,258.31699999999995,3.194600000000002,1.0,3.0,38.69
Compound LVI,OCc1ccc(cc1)CCc1ccc(c(c1)O)OC,tasteless,258.31699999999995,2.678300000000001,2.0,3.0,49.69
Compound LVII,COC(=O)c1ccc(cc1)CCc1ccc(c(c1)O)OC,tasteless,286.327,2.9726000000000017,1.0,4.0,55.760000000000005
Compound LVIII,COc1ccc(cc1O)CCc1ccc(cc1)C(=O)O,tasteless,272.29999999999995,2.8842000000000008,2.0,3.0,66.76
Compound LIX,COc1ccc(cc1O)CCc1ccc(cc1)F,sweet,246.28099999999995,3.3251000000000017,1.0,2.0,29.46
Compound LX,COc1ccc(cc1O)CCc1ccc(cc1)Cl,tasteless,262.736,3.839400000000002,1.0,2.0,29.46
Compound LXI,COc1ccc(cc1O)CCc1ccc(cc1)Br,tasteless,307.18699999999995,3.948500000000002,1.0,2.0,29.46
Compound LXII,COc1ccc(cc1O)CCc1ccc(c(c1)O)OC,tasteless,274.316,2.9002000000000017,2.0,4.0,58.92
Compound LXIII,COc1ccc(cc1O)CCc1ccc(c(c1)OC)O,tasteless,274.3159999999999,2.900200000000002,2.0,4.0,58.92
Compound LXIV,COc1ccc(cc1O)CCc1ccc(c(c1)OC)OC,tasteless,288.34299999999996,3.2032000000000016,1.0,4.0,47.92
Compound LXV,COc1ccc(cc1O)CCc1ccc2c(c1)OCO2,sweet,272.29999999999995,2.9147000000000016,1.0,4.0,47.92
Compound LXVI,CCOc1ccc(cc1O)CCc1ccccc1,sweet,242.31799999999998,3.576100000000002,1.0,2.0,29.46
Compound LXVII,CCCCCOc1ccc(cc1O)CCc1ccccc1,tasteless,284.39899999999994,4.746400000000004,1.0,2.0,29.46
Compound LXVIII,COc1cc(CCc2ccccc2)ccc1O,tasteless,228.29100000000003,3.186000000000002,1.0,2.0,29.46
Compound LXIX,COc1ccc(cc1N)CCc1ccccc1,tasteless,227.307,3.0626000000000015,1.0,2.0,35.25
Compound LXX,COc1ccc(cc1OCC(=O)O)CCc1ccccc1,tasteless,286.32699999999994,2.9438000000000013,1.0,3.0,55.760000000000005
Compound LXXI,NC(=O)Nc1ccc(cc1)CCc1ccccc1,tasteless,240.30599999999998,2.9624000000000015,2.0,1.0,55.120000000000005
Compound LXXII,COC1CCC(CC1O)CCC1CCCCC1,bitter,240.38699999999992,3.5229000000000026,1.0,2.0,29.46
Compound LXXIII,COCC(CC(CCc1ccccc1)C)O,bitter,222.32800000000003,2.6527000000000016,1.0,2.0,29.46
Compound LXXIV,COCC(CCCCc1ccccc1)O,bitter,208.30100000000004,2.406700000000001,1.0,2.0,29.46
Compound LXXV,COCC(CCCc1ccccc1)O,bitter,194.27400000000003,2.0166,1.0,2.0,29.46
Compound LXXVI,COCCCC(CCc1ccccc1)CCC,bitter,234.383,4.462100000000004,0.0,1.0,9.23
Compound LXXVII,COc1ccc(cc1O)c1cc2ccccc2c(=O)o1,tasteless,268.268,3.1742000000000017,1.0,4.0,59.67
Compound LXXVIII,COc1ccc(cc1O)C1OC(=O)c2c(O1)cccc2,sweet,272.256,2.6488000000000005,1.0,5.0,64.99
Compound LXXIX,COc1ccc(cc1O)C1OC(=O)c2c(S1)cccc2,sweet,288.32399999999996,3.3621000000000016,1.0,5.0,55.76
Compound LXXX,COc1ccc(cc1O)C1NC(=O)c2c(C1)cccc2O,sweet,285.299,2.1336,3.0,4.0,78.79
Compound LXXXI,COc1ccc(cc1O)C1NC(=O)c2c(C1)cccc2,tasteless,269.29999999999995,2.428000000000001,2.0,3.0,58.56
Compound LXXXII,COc1ccc(cc1O)C1NC(=O)c2c(N1)cccc2,tasteless,270.288,2.2549,3.0,4.0,70.59
Compound LXXXIII,COc1ccc(cc1O)C1NC(=O)c2c(O1)cccc2,tasteless,271.272,2.2218,2.0,4.0,67.79
Compound LXXXIV,COc1ccc(cc1O)C1NC(=O)c2c(S1)cccc2,tasteless,287.34,2.935100000000001,2.0,4.0,58.56
Compound LXXXV,COc1ccc(cc1O)C1OCc2c(C1)cccc2O,sweet,272.29999999999995,2.920400000000001,2.0,4.0,58.92
Compound LXXXVIII,COc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2,tasteless,270.28399999999993,3.1073000000000013,1.0,4.0,55.760000000000005
Compound LXXXIX,COc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2O,sweet,286.28299999999996,2.8129000000000013,2.0,5.0,75.99000000000001
Compound XC,CCOc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2O,sweet,300.31,3.2030000000000016,2.0,5.0,75.99000000000001
Compound XCI,CCCOc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2O,sweet,314.337,3.593100000000002,2.0,5.0,75.99000000000001
Compound XCII,COc1cc(ccc1O)C1CC(=O)c2c(O1)cccc2O,tasteless,286.28299999999996,2.8129000000000013,2.0,5.0,75.99000000000001
Compound XCIII,Oc1ccc(cc1)C1CC(=O)c2c(O1)cccc2O,tasteless,256.25699999999995,2.804300000000001,2.0,4.0,66.76
Compound XCV,COc1ccc(cc1O)CCC(=O)c1ccccc1O,sweet,272.29999999999995,2.9219000000000013,2.0,4.0,66.76
Compound XCVI,CCOc1ccc(cc1O)CCC(=O)c1ccccc1O,sweet,286.327,3.3120000000000025,2.0,4.0,66.76
Compound XCVII,CCCOc1ccc(cc1O)CCC(=O)c1ccccc1O,bitter,300.354,3.702100000000003,2.0,4.0,66.76
Compound XCVIII,COc1ccc(cc1O)CCC(=O)c1c(O)cccc1O,tasteless,288.299,2.627500000000001,3.0,5.0,86.99000000000001
Compound CX,CCOc1ccc(cc1O)CCC(=O)c1c(O)cccc1O,tasteless,302.32599999999996,3.017600000000002,3.0,5.0,86.99000000000001
Compound C,CCCOc1ccc(cc1O)CCC(=O)c1c(O)cccc1O,tasteless,316.35299999999995,3.4077000000000024,3.0,5.0,86.99000000000001
Compound CI,COc1cc(CCC(=O)c2c(O)cccc2O)ccc1O,tasteless,288.29900000000004,2.627500000000001,3.0,5.0,86.99000000000001
Compound CII,Oc1ccc(cc1)CCC(=O)c1c(O)cccc1O,tasteless,258.27299999999997,2.6189000000000013,3.0,4.0,77.76
Nitrobenzene,O=N(=O)c1ccccc1,sweet,123.11099999999996,1.5948,0.0,2.0,43.14
m-Nitrobenzene,O=N(=O)c1cccc(c1)N(=O)=O,bitter,168.10799999999995,1.503,0.0,4.0,86.28
Phenylthiourea,NC(=S)Nc1ccccc1,bitter,152.22199999999998,1.3421,2.0,1.0,38.05
Dimethyl urea,CN(C(=O)N)C,sweet,88.11,-0.37329999999999997,1.0,1.0,46.33
Resorcinol,Oc1cccc(c1)O,sweet,110.11199999999998,1.0977999999999999,2.0,2.0,40.46
Phloroglucinol,Oc1cc(O)cc(c1)O,sweet,126.11099999999996,0.8033999999999997,3.0,3.0,60.69
Glycol,OCCO,sweet,62.068000000000005,-1.0290000000000001,2.0,2.0,40.46
"1,4-Anhydro-ribitol",OCC1OCC(C1O)O,sweet,134.131,-1.9007,3.0,4.0,69.92
"1,4-Anhydro-mannitol",OCC(C1OCC(C1O)O)(O)C,sweet,178.184,-2.1496999999999984,4.0,5.0,90.15
"1,5-Anhydro-mannitol",OCC1OCC(C(C1O)O)O,sweet,164.157,-2.5397999999999987,4.0,5.0,90.15
Viboquercitol,OC1CC(O)C(C(C1O)O)O,sweet,164.15699999999998,-2.8053999999999992,5.0,5.0,101.15
Allo-inositol,OC1C(O)C(O)C(C(C1O)O)O,sweet,180.156,-3.8345999999999996,6.0,6.0,121.38000000000001
Dihydroxyacetone,OCC(=O)CO,sweet,90.078,-1.4599000000000002,2.0,3.0,57.53
Monohydroxyacetone,CC(=O)CO,sweet,74.079,-0.43229999999999996,1.0,2.0,37.3
Methyl dihydroxyacetone,COCC(=O)CO,sweet,104.10499999999999,-0.8057999999999998,1.0,3.0,46.53
Stachyose,OCC1OC(C(C1O)O)(CO)OC1OC(COC2OC(COC3OC(CO)C(C(C3O)O)O)C(C(C2O)O)O)C(C(C1O)O)O,sweet,666.5790000000006,-9.747200000000012,14.0,21.0,347.83000000000004
4-O-Methyl sucrose,COC1C(CO)OC(C(C1O)O)OC1(CO)OC(C(C1O)O)CO,sweet,356.32400000000007,-4.741499999999993,7.0,11.0,178.53
6-O-Methyl sucrose,COCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)O,sweet,356.324,-4.741499999999992,7.0,11.0,178.53
"6,6'-di-O-Methyl sucrose",COCC1OC(C(C1O)O)(CO)OC1OC(COC)C(C(C1O)O)O,sweet,370.35100000000006,-4.0873999999999935,6.0,11.0,167.53
"4,6'-di-O-Methyl sucrose",COCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)OC,sweet,370.35100000000006,-4.087399999999992,6.0,11.0,167.53
"4,6-di-O-Methyl sucrose",COCC1OC(OC2(CO)OC(C(C2O)O)CO)C(C(C1OC)O)O,sweet,370.35100000000006,-4.087399999999993,6.0,11.0,167.53
"1',6'-di-O-Methyl sucrose",COCC1OC(C(C1O)O)(COC)OC1OC(CO)C(C(C1O)O)O,sweet,370.35100000000006,-4.087399999999994,6.0,11.0,167.53
Methyl 2-deoxy-α-D-gluco-pyranoside,COC1CC(O)C(C(O1)CO)O,sweet,178.18399999999997,-1.5381000000000002,3.0,5.0,79.15
Methyl 3-deoxy-α-D-gluco-pyranoside,COC1OC(CO)C(CC1O)O,sweet,178.184,-1.5381000000000002,3.0,5.0,79.15
Methyl 4-deoxy-α-D-gluco-pyranoside,COC1OC(CO)CC(C1O)O,sweet,178.18400000000003,-1.5381000000000002,3.0,5.0,79.15
Methyl 6-deoxy-α-D-gluco-pyranoside,COC1OC(C)C(C(C1O)O)O,sweet,178.184,-1.5397,3.0,5.0,79.15
"Methyl-α-D-2,6-dideoxy-gluco-pyranoside",COC1CC(O)C(C(O1)C)O,bitter,162.18499999999997,-0.5105,2.0,4.0,58.92
"Methyl-α-D-3,6-dideoxy-gluco-pyranoside",COC1OC(C)C(CC1O)O,bitter,162.185,-0.5104999999999998,2.0,4.0,58.92
"Methyl-α-D-4,6-dideoxy-gluco-pyranoside",COC1OC(C)CC(C1O)O,bitter,162.185,-0.5104999999999998,2.0,4.0,58.92
6-Chloro-6-deoxy-D-galactose,COC1OC(CCl)C(C(C1O)O)O,tasteless,212.62900000000005,-1.3207999999999998,3.0,5.0,79.15
6-Chloro-6-deoxy-D-fructofuranose,ClCC1OC(C(C1O)O)(O)CO,sweet,198.602,-1.9733000000000003,4.0,5.0,90.15
"1,6-dichloro-1,6-deoxy-D-fructofuranose",ClCC1OC(C(C1O)O)(O)CCl,sweet,217.048,-0.7268000000000001,3.0,4.0,69.92
Methyl glucopyranoside,COC1OC(CO)C(C(C1O)O)O,sweet,194.18300000000002,-2.5672999999999995,4.0,6.0,99.38000000000001
6'-Chloro-sucrose,ClCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)O,sweet,360.743,-4.149099999999997,7.0,10.0,169.29999999999998
1'-Chloro-sucrose,OCC1OC(C(C1O)O)(CCl)OC1OC(CO)C(C(C1O)O)O,sweet,360.743,-4.149099999999996,7.0,10.0,169.29999999999998
"1',6'-Dichloro-sucrose",ClCC1OC(C(C1O)O)(CCl)OC1OC(CO)C(C(C1O)O)O,sweet,379.1890000000001,-2.9025999999999974,6.0,9.0,149.07
"1,6-Di-S-1,6-dithio-D-fructofuranose",CSCC1OC(C(C1O)O)(O)CSC,sweet,240.34599999999998,-0.47839999999999994,3.0,6.0,69.92
Alanine,CC(C(=O)O)N,sweet,89.09400000000001,-0.5817999999999999,2.0,2.0,63.31999999999999
Asparagine,NC(=O)CC(C(=O)O)N,sweet,132.11899999999997,-1.7262999999999993,3.0,3.0,106.41
Glutamine,OC(=O)CCC(C(=O)N)N,sweet,146.146,-1.336199999999999,3.0,3.0,106.41
Glycine,NCC(=O)O,sweet,75.067,-0.9702999999999999,2.0,2.0,63.32000000000001
Histidine,NC(C(=O)O)Cc1c[nH]cn1,sweet,155.157,-0.6359000000000001,3.0,3.0,92.00000000000001
Methionine,CSCCC(C(=O)O)N,sweet,149.215,0.15140000000000003,2.0,3.0,63.31999999999999
Serine,OCC(C(=O)O)N,sweet,105.093,-1.6094,3.0,3.0,83.55
Threonine,CC(C(C(=O)O)N)O,sweet,119.11999999999999,-1.2208999999999997,3.0,3.0,83.55
L-Aspartyl-aminomalonic acid diester 1,COC(=O)C(C(=O)OC1CCCC1)NC(=O)C(CC(=O)O)N,sweet,316.31,-1.0679999999999974,3.0,7.0,145.02
L-Aspartyl-aminomalonic acid diester 2,COC(=O)C(C(=O)OC1CCCCC1)NC(=O)C(CC(=O)O)N,sweet,330.33700000000005,-0.6778999999999975,3.0,7.0,145.02
L-Aspartyl-aminomalonic acid diester 3,COC(=O)C(C(=O)OC1C2(C)CCC(C1(C)C)C2)NC(=O)C(CC(=O)O)N,sweet,384.4290000000001,0.2042000000000022,3.0,7.0,145.02
"N-(L-aspartyl)-1,1-diaminoalkane 1",CC(NC(=O)C(C)(C)C)NC(=O)C(CC(=O)O)N,sweet,259.306,-0.5870999999999968,4.0,4.0,121.52000000000001
"N-(L-aspartyl)-1,1-diaminoalkane 2",CC(NC(=O)C(C1CC1)C1CC1)NC(=O)C(CC(=O)O)N,sweet,297.355,-0.1969999999999973,4.0,4.0,121.52000000000001
"N-(L-aspartyl)-1,1-diaminoalkane 3",CC(NC(=O)C1CCCC1)NC(=O)C(CC(=O)O)N,sweet,271.317,-0.44299999999999734,4.0,4.0,121.52000000000001
"N-(L-aspartyl)-1,1-diaminoalkane 4",CC(NC(=O)C1C(C)(C)CCC1(C)C)NC(=O)C(CC(=O)O)N,sweet,327.42500000000007,0.829200000000001,4.0,4.0,121.52000000000001
"N-(L-aspartyl)-1,1-diaminoalkane 5",CC(NC(=O)c1ccccc1)NC(=O)C(CC(=O)O)N,sweet,279.296,-0.31939999999999874,4.0,4.0,121.52000000000001
"N-(L-aspartyl)-1,1-diaminoalkane 6",CC(NC(=O)C1CCCCC1)NC(=O)C(CC(=O)O)N,sweet,285.344,-0.05289999999999767,4.0,4.0,121.52000000000001
"N-(L-aspartyl)-1,1-diaminoalkane 7",CC(NC(=O)C1C(C)CCCC1C)NC(=O)C(CC(=O)O)N,sweet,313.398,0.4391000000000023,4.0,4.0,121.52000000000001
"N-(L-aspartyl)-1,1-diaminoalkane 8",CC(NC(=O)C1CC2CC1CC2)NC(=O)C(CC(=O)O)N,sweet,297.355,-0.1969999999999973,4.0,4.0,121.52000000000001
"N-(L-aspartyl)-1,1-diaminoalkane 9",CC(NC(=O)C12CC3CC(C2)CC(C1)C3)NC(=O)C(CC(=O)O)N,sweet,337.4200000000001,0.583200000000001,4.0,4.0,121.52000000000001
Super aspartame,COC(=O)C(NC(=O)C(NC(=O)Nc1ccc(cc1)C#N)CC(=O)O)Cc1ccccc1,sweet,438.4400000000002,1.4235800000000012,4.0,6.0,157.61999999999998
Sucrononic acid,N#Cc1ccc(cc1)N=C(NC1CCCCCCCC1)NCC(=O)O,sweet,342.44300000000004,3.3125800000000005,3.0,3.0,97.51
Cyanoarylurea aspartame,COC(=O)C(Cc1ccccc1)CC(=O)CNC(=O)Nc1ccc(cc1)C#N,sweet,379.41600000000005,2.6708800000000004,2.0,5.0,108.28999999999999
Aspartic acid fenchyl ester,COC(=O)C(C(=O)OC1C2(C)CCC(C1(C)C)C2)NC(=O)C(C(=O)O)N,sweet,370.40200000000004,-0.1858999999999974,3.0,7.0,145.02
Glycine analog of cyanosuosan,N#Cc1ccc(cc1)NC(=O)NCC(=O)O,sweet,219.19999999999996,0.7643799999999996,3.0,3.0,102.22000000000001
Glycine analog of suosan,O=C(Nc1ccc(cc1)N(=O)=O)NCC(=O)O,sweet,239.18699999999995,0.8008999999999997,3.0,4.0,121.57000000000001
(R)-3-amino-3-phenylpropionic acid analog of N-(4-cyanophenyl)-N' carboxyethyl urea,O=C(Nc1ccc(cc1)N(=O)=O)NC(c1ccccc1)CC(=O)O,tasteless,329.31200000000007,2.9323000000000006,3.0,4.0,121.57000000000001
Nitroaniline (2-amino-4-nitrobenzene),Nc1cccc(c1)N(=O)=O,sweet,138.126,1.177,1.0,3.0,69.16
Methoxy-nitroaniline,COc1ccc(cc1N)N(=O)=O,sweet,168.152,1.1856,1.0,4.0,78.38999999999999
Ethoxy-nitroaniline,CCOc1ccc(cc1N)N(=O)=O,sweet,182.17899999999995,1.5756999999999999,1.0,4.0,78.38999999999999
Butoxy-nitroaniline,CCCCOc1ccc(cc1N)N(=O)=O,sweet,210.23299999999998,2.3559,1.0,4.0,78.38999999999999
Fluoro-nitroaniline,O=N(=O)c1ccc(c(c1)N)F,sweet,156.11599999999996,1.3161,1.0,3.0,69.16
Chloro-nitroaniline,O=N(=O)c1ccc(c(c1)N)Cl,sweet,172.57099999999997,1.8303999999999998,1.0,3.0,69.16
Bromo-nitroaniline,O=N(=O)c1ccc(c(c1)N)Br,sweet,217.02199999999996,1.9395,1.0,3.0,69.16
Iodo-nitroaniline,O=N(=O)c1ccc(c(c1)N)I,sweet,264.02199999999993,1.7816,1.0,3.0,69.16
Methyl-nitroaniline,O=N(=O)c1ccc(c(c1)N)C,sweet,152.15299999999996,1.4854199999999997,1.0,3.0,69.16
Allyl oxy-nitroaniline,C=COc1ccc(cc1N)N(=O)=O,sweet,180.16299999999995,1.6992999999999996,1.0,4.0,78.38999999999999
iso Propoxy-nitroaniline,CC(Oc1ccc(cc1N)N(=O)=O)C,sweet,196.20599999999993,1.9642,1.0,4.0,78.38999999999999
Hydroxy-nitroaniline,O=N(=O)c1ccc(c(c1)N)O,sweet,154.12499999999997,0.8825999999999998,2.0,4.0,89.39
Saccharine derivative 1,O=C1NS(=O)(=O)c2c1cccc2N(=O)=O,bitter,228.185,0.02689999999999987,1.0,5.0,106.38
Saccharine derivative 2,O=C1NS(=O)(=O)c2c1ccc(c2)N(=O)=O,bitter,228.185,0.02689999999999987,1.0,5.0,106.38
Saccharine derivative 3,O=C1NS(=O)(=O)c2c1cc(cc2)N(=O)=O,bitter,228.185,0.02689999999999987,1.0,5.0,106.38
Saccharine derivative 4,O=C1NS(=O)(=O)c2c1c(ccc2)N(=O)=O,bitter,228.185,0.02689999999999998,1.0,5.0,106.38
Saccharine derivative 5,O=C1NS(=O)(=O)c2c1cccc2N,sweet,198.203,-0.2991000000000001,2.0,4.0,89.26
Saccharine derivative 7,O=C1c2ccccc2S(=O)(=O)N1C,tasteless,197.21499999999997,0.4609000000000001,0.0,3.0,54.45
Saccharine derivative 8,CCN1C(=O)c2c(S1(=O)=O)cccc2,tasteless,211.242,0.8510000000000001,0.0,3.0,54.45
Saccharine derivative 9,O=N(=O)c1ccc2c(c1)S(=O)(=O)N(C2=O)C,tasteless,242.21199999999996,0.3691000000000001,0.0,5.0,97.59
Saccharine derivative 10,CCN1C(=O)c2c(S1(=O)=O)c(ccc2)N(=O)=O,tasteless,256.239,0.7592,0.0,5.0,97.59
Saccharine derivative 11,CCN1C(=O)c2c(S1(=O)=O)cc(cc2)N(=O)=O,tasteless,256.239,0.7592,0.0,5.0,97.59
Saccharine derivative 12,CCN1C(=O)c2c(S1(=O)=O)ccc(c2)N(=O)=O,tasteless,256.239,0.7592,0.0,5.0,97.59
Saccharine derivative 13,Fc1ccc2c(c1)S(=O)(=O)NC2=O,sweet,201.178,0.2578000000000001,1.0,3.0,63.24
Saccharine derivative 14,Ic1ccc2c(c1)S(=O)(=O)NC2=O,bitter,309.08400000000006,0.7232999999999998,1.0,3.0,63.24
Saccharine derivative 15,Nc1ccc2c(c1)S(=O)(=O)NC2=O,sweet,198.203,-0.29909999999999987,2.0,4.0,89.25999999999999
Saccharine derivative 16,Oc1ccc2c(c1)S(=O)(=O)NC2=O,sweet,199.18699999999998,-0.1756999999999999,2.0,4.0,83.47
Saccharine derivative 17,COc1ccc2c(c1)S(=O)(=O)NC2=O,tasteless,213.21399999999997,0.12730000000000002,1.0,4.0,72.47
Saccharine derivative 18,CCOc1ccc2c(c1)S(=O)(=O)NC2=O,tasteless,227.24099999999996,0.5174000000000001,1.0,4.0,72.47
Saccharine derivative 20,Clc1ccc2c(c1)C(=O)NS2(=O)=O,bitter,217.63299999999998,0.7721,1.0,3.0,63.24
Saccharine derivative 21,Nc1ccc2c(c1)C(=O)NS2(=O)=O,tasteless,198.203,-0.29909999999999987,2.0,4.0,89.25999999999999
Saccharine derivative 22,COc1ccc2c(c1)C(=O)NS2(=O)=O,bitter,213.214,0.12730000000000002,1.0,4.0,72.47
Saccharine derivative 23,O=C1NS(=O)(=O)c2c1c(Cl)ccc2,sweet,217.633,0.7721,1.0,3.0,63.24
