name,smiles,taste
AC1OGIWH,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]([C@@H](CO)O)[C@@H]([C@@H](CO)O)O)O)O)O)O,sweet
AC1OGIWN,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]([C@H](CO)O)[C@@H]([C@@H](CO)O)O)O)O)O)O,sweet
AC1OGIWT,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@H](CO)O)[C@@H]([C@@H](CO)O)O)O)O)O)O,sweet
ZINC5226277,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,sweet
CALCIUM CYCLAMATE,C1CCC(CC1)NS(=O)(=O)[O-].C1CCC(CC1)NS(=O)(=O)[O-].[Ca+2],sweet
"WURCS=1.0/2,1/[12112h|1,5][h1221h]1+1,2+4",C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@H](CO)O)[C@H]([C@@H](CO)O)O)O)O)O)O,sweet
D-Glucose-3 13C,C([C@@H]1[C@H]([13C@@H]([C@H]([C@H](O1)O)O)O)O)O,sweet
L-gulopyranose,C([C@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,sweet
L-Altropyranose,C([C@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O,sweet
SCHEMBL7534549,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)[13CH2]O)O)O)O)O,sweet
4-O-beta-D-mannopyranosyl-D-glucopyranose,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
alpha-D-Lactose monohydrate,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O.O,sweet
50-99-7,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,sweet
D-Galactose-1-13C,C([C@@H]1[C@@H]([C@@H]([C@H]([13CH](O1)O)O)O)O)O,sweet
L-Glucose,C([C@@H]([C@@H]([C@H]([C@@H](C=O)O)O)O)O)O,sweet
D-Glucose-13C6,[13CH2]([13C@@H]1[13C@H]([13C@@H]([13C@H]([13CH](O1)O)O)O)O)O,sweet
maltose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
L-talopyranose,C([C@H]1[C@H]([C@H]([C@H](C(O1)O)O)O)O)O,sweet
L-Idopyranose,C([C@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,sweet
(1-3H)-D-Glucopyranose,[3H]C1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,sweet
D-[4-13C]Glucose,C([C@@H]1[13C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,sweet
261728-61-4,C([C@@H]1[C@H]([C@@H]([13C@H]([13CH](O1)O)O)O)O)O,sweet
201417-06-3,[13CH2]([13C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,sweet
Beta-L-(-)-Allose,C([C@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O,sweet
ZINC3830982,C([C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet
ZINC3830983,C([C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet
ZINC3830984,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet
ZINC3830985,C([C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet
ZINC4261771,C([C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet
ZINC4261772,C([C@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet
ZINC5222455,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H](O[C@@H]([C@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet
ZINC5222464,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H](O[C@H]([C@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet
"D-[1,2-13C2]glucose",C([C@@H]1[C@H]([C@@H]([13C@H]([13C@H](O1)O)O)O)O)O,sweet
SCHEMBL16349810,C(C1C([C@@H]([C@@H]([C@H](O1)O)O)O)O)O,sweet
SCHEMBL13657753,C([C@H]1[C@H](C(C([C@@H](O1)O)O)O)O[C@H]2C([C@H]([C@@H](C(O2)CO)O)O)O)O,sweet
L-galactopyranose,C([C@H]1[C@H]([C@H]([C@@H](C(O1)O)O)O)O)O,sweet
L-Mannitol,C([C@@H]([C@@H]([C@H]([C@H](CO)O)O)O)O)O,sweet
beta-L-mannopyranose,C([C@H]1[C@@H]([C@H]([C@H]([C@H](O1)O)O)O)O)O,sweet
L-Talitol,C([C@@H]([C@H]([C@H]([C@H](CO)O)O)O)O)O,sweet
AC1L57Q2,C([C@H]([C@H]([C@@H](C(CO)O)O)O)O)O,sweet
Maltose monohydrate,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O.O,sweet
Aldohexose,C(C(C(C(C(C=O)O)O)O)O)O,sweet
LS-187885,C(C1C(C(C(C(O1)O)O)O)O)O.O.O.[Na+].[Cl-].[Cl-].[Cl-].[Cl-].[K+].[Ca+2],sweet
LS-188065,C(C1C(C(C(C(O1)O)O)O)O)O.[Cl-].[K+],sweet
LS-188068,C(C1C(C(C(C(O1)O)O)O)O)O.[Na+].[Cl-].[Cl-].[K+],sweet
DEXTROSE 10% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,C(C1C(C(C(C(O1)O)O)O)O)O.[Na+].[Cl-],sweet
CHEBI:134464,CC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O,sweet
L-glucopyranose,C([C@H]1[C@@H]([C@H]([C@@H](C(O1)O)O)O)O)O,sweet
alpha-D-allopyranose,C([C@@H]1[C@H]([C@H]([C@H]([C@H](O1)O)O)O)O)O,sweet
D-Gal-(1->4)-beta-D-Glc,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
cellobiose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
maltose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
beta-D-galactose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,sweet
alpha-D-galactose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,sweet
D-Allose,C([C@@H]1[C@H]([C@H]([C@H](C(O1)O)O)O)O)O,sweet
alpha-L-galactose,C([C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O)O)O)O)O,sweet
beta-D-Mannose,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)O,sweet
D-Glucosyl-D-mannose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
lactose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
alpha-Cellobiose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
D-Altrose,C([C@@H]1[C@H]([C@H]([C@@H](C(O1)O)O)O)O)O,sweet
D-Gulose,C([C@@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O)O,sweet
D-Idose,C([C@@H]1[C@@H]([C@H]([C@@H](C(O1)O)O)O)O)O,sweet
D-Talopyranose,C([C@@H]1[C@@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,sweet
alpha-L-gulose,C([C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)O,sweet
Mannobiose,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
beta-D-allose,C([C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)O)O)O)O)O,sweet
beta-D-altropyranose,C([C@@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O)O)O)O)O,sweet
Galactobiose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
AC1L9PGM,[11CH2]([11C@@H]1[11C@H]([11C@@H]([11C@H]([11CH](O1)O)O)O)O)O,sweet
AC1L9PGN,[11CH2](C1C(C(C(C(O1)O)O)O)O)O,sweet
AC1L9PGO,C(C1C(C(C([11CH](O1)O)O)O)O)O,sweet
Glucose syrup,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O.O,sweet
Galalphal-4Galbeta,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
alpha-mannobiose,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
beta-d-talopyranose,C([C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)O,sweet
L-Iditol,C([C@@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,sweet
Mannitol-2-14C,C([C@H]([C@H]([C@@H]([14C@@H](CO)O)O)O)O)O,sweet
D-Glucose,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,sweet
beta-D-gulopyranose,C([C@@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)O)O,sweet
beta-D-Lactose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
L-mannopyranose,C([C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O)O,sweet
beta-L-idopyranose,C([C@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,sweet
AC1LD39Z,C([C@@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@]2([C@@H]([C@H]([C@@H](O2)CO)O)O)CO)O)O)O)O,sweet
AC1LD3A2,C([C@@H]1[C@H]([C@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet
AC1LD3A5,C([C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
AC1LD3A8,C([C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
AC1LD3E6,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@@]2([C@@H]([C@H]([C@H](O2)CO)O)O)CO)O)O)O)O,sweet
beta-D-glucose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,sweet
alpha-L-allopyranose,C([C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)O,sweet
AC1LCVYD,C([C@@H]1[C@H](C([C@@H]([C@@H](O1)O)O)O)O)O,sweet
UNII-4L3WC4P6GF,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O.O,sweet
xylitol,C([C@H](C([C@H](CO)O)O)O)O,sweet
alpha-L-glucopyranose,C([C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O)O)O)O)O,sweet
beta-L-galactopyranose,C([C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O)O)O)O)O,sweet
alpha-L-mannopyranose,C([C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)O)O,sweet
beta-L-altrose,C([C@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,sweet
"(2R,3R,4S,5R,6S)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C([C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,sweet
beta-L-gulose,C([C@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O,sweet
alpha-L-idopyranose,C([C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,sweet
beta-L-glucopyranose,C([C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)O)O)O)O)O,sweet
beta-D-idopyranose,C([C@@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O)O)O)O)O,sweet
beta-l-talopyranose,C([C@H]1[C@H]([C@H]([C@H]([C@H](O1)O)O)O)O)O,sweet
alpha-D-gulopyranose,C([C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)O)O)O)O)O,sweet
Alpha-D-Altropyranose,C([C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)O)O)O)O)O,sweet
alpha-D-idopyranose,C([C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)O)O)O)O)O,sweet
AC1OFWFX,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
AC1OFWG0,C([C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
AC1OFWLF,C([C@H]1[C@H]([C@H]([C@H]([C@@H](O1)O)O)O)O)O,sweet
Mannosucrose,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,sweet
ALPHA-D-(+)-TALOSE,C([C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O)O,sweet
L-Sorbitol,C([C@H]([C@@H]([C@H]([C@H](CO)O)O)O)O)O,sweet
D-Iditol,C([C@H]([C@@H]([C@H]([C@@H](CO)O)O)O)O)O,sweet
beta-D-Galp-(1->4)-alpha-D-Galp,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
Gal(beta1-4)Gal,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
cellobiose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
4-O-(A-D-Galactopyranosyl)-D-galactose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
"(2R,3S,4S,5S)-2,3,4,5,6-pentahydroxyhexanal-13C",[13CH2]([C@@H]1[C@H]([C@@H]([C@H]([13C@H](O1)O)O)O)O)O,sweet
SCHEMBL4176008,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet
5-Nitro-2-propoxyaniline,CCCOC1=C(C=C(C=C1)[N+](=O)[O-])N,sweet
Triphenylformazan,C1=CC=C(C=C1)/C(=N/NC2=CC=CC=C2)/N=NC3=CC=CC=C3,sweet
Osladin,C[C@H]1CC[C@@H](O[C@@H]1O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)O)O)O)[C@@H](C)C3CC[C@H]4[C@@]3(CC[C@@H]5[C@@H]4CC(=O)[C@H]6[C@@]5(CC[C@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)C)C,sweet
87-81-0,C([C@H]([C@@H]([C@@H](C(=O)CO)O)O)O)O,sweet
CHEMBL430341,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet
adenosine 5'-monophosphate,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,sweet
Oxime V,COCC1=CCC(=CC1)/C=N/O,sweet
Lead diacetate,CC(=O)[O-].CC(=O)[O-].[Pb+2],sweet
EINECS 232-684-3,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO[C@]5([C@H]([C@@H]([C@H](O5)CO)O)O)CO[C@]6([C@H]([C@@H]([C@H](O6)CO)O)O)CO[C@]7([C@H]([C@@H]([C@H](O7)CO)O)O)CO[C@]8([C@H]([C@@H]([C@H](O8)CO)O)O)CO[C@]9([C@H]([C@@H]([C@H](O9)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO)O)O)O)O,sweet
2-UNDECANOL,CCCCCCCCCC(C)O,sweet
"ethyl (2S,3S)-3-phenyloxirane-2-carboxylate",CCOC(=O)[C@@H]1[C@@H](O1)C2=CC=CC=C2,sweet
L-alanine,C[C@@H](C(=O)O)N,sweet
"2,2,3-Trimethylcyclopentaneethanol",CC1CCC(C1(C)C)CCO,sweet
2-Acetylnaphthalene,CC(=O)C1=CC2=CC=CC=C2C=C1,sweet
AC1OE1YD,C[C@H]1CC(=O)C(=O)[C@H]1C,sweet
Citronellyl anthranilate,CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1N,sweet
dihydrocoumarin,C1CC(=O)OC2=CC=CC=C21,sweet
(+)-Fenchone,C[C@]12CC[C@H](C1)C(C2=O)(C)C,sweet
Fagomine,C1CN[C@@H]([C@H]([C@@H]1O)O)CO,sweet
L-asparagine,C([C@@H](C(=O)O)N)C(=O)N,sweet
methional diethyl acetal,CCOC(CCSC)OCC,sweet
ETHYL OCTANOATE,CCCCCCCC(=O)OCC,sweet
(E)-2-Decenoic acid,CCCCCCC/C=C/C(=O)O,sweet
Crotonic Acid Isobutyl Ester,C/C=C/C(=O)OCC(C)C,sweet
Hexyl 2-butenoate,CCCCCCOC(=O)/C=C/C,sweet
2-Methylpent-2-enal,CCC=C(C)C=O,sweet
SCHEMBL2524292,CCC(=O)NCC(C)(C)COC1=CC=CC2=C1C(=NS(=O)(=O)N2)N,sweet
14576-08-0,CC1=CCC(CC1)C(C)(C)OC,sweet
"2,6-DIMETHYLPHENOL",CC1=C(C(=CC=C1)C)O,sweet
"1,3-Dimethylbutyl acetate",CC(C)CC(C)OC(=O)C,sweet
Diacetyl trimer,CC(=O)C1(CC2(C(O1)(OC(O2)(C)C(=O)C)C)O)C,sweet
3184-13-2,C(C[C@@H](C(=O)O)N)CN.Cl,sweet
Ethyl 3-phenylprop-2-enoate,CCOC(=O)C=CC1=CC=CC=C1,sweet
5-Hydroxy-8-undecenoic acid delta-lactone,CC/C=C\CCC1CCCC(=O)O1,sweet
"3-Acetyl-2,5-dimethylthiophene",CC1=CC(=C(S1)C)C(=O)C,sweet
Linalyl cinnamate,CC(=CCCC(C)(C=C)OC(=O)/C=C/C1=CC=CC=C1)C,sweet
Allyl cyclohexylacetate,C=CCOC(=O)CC1CCCCC1,sweet
eugenol,COC1=C(C=CC(=C1)CC=C)O,sweet
36267-74-0,CC1=NC=C2COCC2=N1,sweet
Isoeugenyl acetate,CC=CC1=CC(=C(C=C1)OC(=O)C)OC,sweet
Phenethyl tiglate,C/C=C(\C)/C(=O)OCCC1=CC=CC=C1,sweet
"3,4-DIMETHYLPHENOL",CC1=C(C=C(C=C1)O)C,sweet
Ethyl trans-3-hexenoate,CCC=CCC(=O)OCC,sweet
Hexyl benzoate,CCCCCCOC(=O)C1=CC=CC=C1,sweet
2-Pyrazinylmethanol,C1=CN=C(C=N1)CO,sweet
"2-Hexen-1-ol, (2Z)-",CCCC=CCO,sweet
Isobutyl acetoacetate,CC(C)COC(=O)CC(=O)C,sweet
Menthyl isovalerate,CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,sweet
2-ACETYLPYRROLE,CC(=O)C1=CC=CN1,sweet
L-threonine,C[C@H]([C@@H](C(=O)O)N)O,sweet
methyl hex-2-enoate,CCCC=CC(=O)OC,sweet
Methyl 3-nonenoate,CCCCC/C=C/CC(=O)OC,sweet
Ferrouslactate trihydrate,CC(C(=O)O)O.CC(C(=O)O)O.[Fe],sweet
3-(4-methoxyphenyl)prop-2-enal,COC1=CC=C(C=C1)C=CC=O,sweet
1-(2-hydroxy-4-isobutoxyphenyl)-3-(2-pyridyl)propan-1-one,CC(C)COC1=CC(=C(C=C1)C(=O)CCC2=CC=CC=N2)O,sweet
"hepta-2,4-dienal",CCC=CC=CC=O,sweet
2-Hexyl-4-acetoxytetrahydrofuran,CCCCCCC1CC(CO1)OC(=O)C,sweet
trans-2-Hexenyl acetate,CCC/C=C/COC(=O)C,sweet
AMMONIUM ISOVALERATE,CC(C)CC(=O)O.N,sweet
Amyl cinnamate,CCCCCOC(=O)/C=C\C1=CC=CC=C1,sweet
cis-3-Hexenyl salicylate,CC/C=C\CCOC(=O)C1=CC=CC=C1O,sweet
trans-2-Octenal,CCCCC/C=C/C=O,sweet
"2,4,6-Triisobutyl-1,3,5-trioxane",CC(C)CC1OC(OC(O1)CC(C)C)CC(C)C,sweet
1-(Methylthio)-2-butanone,CCC(=O)CSC,sweet
"1,3-DITHIOLANE",C1CSCS1,sweet
phenylpyruvic acid,C1=CC=C(C=C1)CC(=O)C(=O)O,sweet
Isobutyl angelate,C/C=C(/C)\C(=O)OCC(C)C,sweet
1-(2-hydroxy-4-methoxyphenyl)-3-(pyridin-2-yl)propan-1-one,COC1=CC(=C(C=C1)C(=O)CCC2=CC=CC=N2)O,sweet
cis-rose oxide,C[C@@H]1CCO[C@@H](C1)C=C(C)C,sweet
103-56-0,CCC(=O)OCC=CC1=CC=CC=C1,sweet
2-Acetylbenzothiophene,CC(=O)C1=CC2=CC=CC=C2S1,sweet
Cuminyl acetaldehyde,CC(C)C1=CC=C(C=C1)CCC=O,sweet
ISOVALERIC ACID,CC(C)CC(=O)O,sweet
Epsilon-decalactone,CCCCC1CCCCC(=O)O1,sweet
7774-79-0,CC1=CC=C(C=C1)CCC(=O)C,sweet
Isoamyl 4-(2-furan)butyrate,CC(C)CCOC(=O)CCCC1=CC=CO1,sweet
2-Phenylethyl propionate,CCC(=O)OCCC1=CC=CC=C1,sweet
"4-Methyl-2-(1-methyl-1-butenyl)-1,3-dioxolane",CCC=C(C)C1OCC(O1)C,sweet
Isoeugenol phenylacetate,C/C=C\C1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC,sweet
4-Oxoisophorone,CC1=CC(=O)CC(C1=O)(C)C,sweet
trans-2-Hexenoic acid,CCC/C=C/C(=O)O,sweet
Isobutyl valerate,CCCCC(=O)OCC(C)C,sweet
Linalyl octanoate,CCCCCCCC(=O)OC(C)(CCC=C(C)C)C=C,sweet
94-86-0,CCOC1=C(C=C(C=C1)C=CC)O,sweet
103-61-7,CCCC(=O)OCC=CC1=CC=CC=C1,sweet
Methyl sorbate,C/C=C/C=C/C(=O)OC,sweet
6-O-alpha-D-Glucopyranosyl-D-fructose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)O)O)O,sweet
3-Methylbutyl cinnamate,CC(C)CCOC(=O)C=CC1=CC=CC=C1,sweet
cis-4-Hepten-1-ol,CC/C=C\CCCO,sweet
"6-Methyl-3,5-heptadienone-2",CC(=CC=CC(=O)C)C,sweet
Methyl propanesulfinate,CCCS(=O)OC,sweet
Dehydrodivanillin,COC1=C(C(=CC(=C1)C=O)C2=CC(=CC(=C2O)OC)C=O)O,sweet
Propyl phenylacetate,CCCOC(=O)CC1=CC=CC=C1,sweet
2-Ethylhexan-1-ol,CCCCC(CC)CO,sweet
4-Penten-1-yl acetate,CC(=O)OCCCC=C,sweet
